# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -18.78502     -18.78502
       0.00956     -18.78543     -18.78543
       0.01913     -18.78667     -18.78667
       0.02869     -18.78873     -18.78873
       0.03826     -18.79160     -18.79160
       0.04782     -18.79527     -18.79527
       0.05738     -18.79973     -18.79973
       0.06695     -18.80497     -18.80497
       0.07651     -18.81097     -18.81097
       0.08607     -18.81770     -18.81771
       0.09564     -18.82516     -18.82516
       0.10520     -18.83332     -18.83332
       0.11477     -18.84214     -18.84214
       0.12433     -18.85161     -18.85161
       0.13389     -18.86171     -18.86171
       0.14346     -18.87240     -18.87240
       0.15302     -18.88365     -18.88366
       0.16258     -18.89545     -18.89545
       0.17215     -18.90775     -18.90775
       0.18171     -18.92052     -18.92052
       0.19128     -18.93374     -18.93374
       0.20084     -18.94739     -18.94739
       0.21040     -18.96142     -18.96142
       0.21997     -18.97580     -18.97580
       0.22953     -18.99053     -18.99053
       0.23909     -19.00555     -19.00555
       0.24866     -19.02086     -19.02086
       0.25822     -19.03641     -19.03641
       0.26779     -19.05218     -19.05218
       0.27735     -19.06815     -19.06815
       0.28691     -19.08429     -19.08429
       0.29648     -19.10058     -19.10058
       0.30604     -19.11699     -19.11699
       0.31560     -19.13351     -19.13351
       0.32517     -19.15011     -19.15011
       0.33473     -19.16676     -19.16676
       0.34430     -19.18346     -19.18346
       0.35386     -19.20017     -19.20017
       0.36342     -19.21688     -19.21689
       0.37299     -19.23358     -19.23358
       0.38255     -19.25024     -19.25024
       0.39211     -19.26685     -19.26685
       0.40168     -19.28339     -19.28339
       0.41124     -19.29985     -19.29985
       0.42081     -19.31622     -19.31622
       0.43037     -19.33247     -19.33247
       0.43993     -19.34859     -19.34859
       0.44950     -19.36458     -19.36458
       0.45906     -19.38042     -19.38042
       0.46862     -19.39610     -19.39610
       0.47819     -19.41161     -19.41161
       0.48775     -19.42694     -19.42694
       0.49732     -19.44208     -19.44208
       0.50688     -19.45701     -19.45701
       0.51644     -19.47173     -19.47173
       0.52601     -19.48623     -19.48623
       0.53557     -19.50050     -19.50050
       0.54513     -19.51453     -19.51453
       0.55470     -19.52832     -19.52832
       0.56426     -19.54186     -19.54186
       0.57383     -19.55514     -19.55514
       0.58339     -19.56815     -19.56815
       0.59295     -19.58090     -19.58090
       0.60252     -19.59336     -19.59336
       0.61208     -19.60554     -19.60554
       0.62164     -19.61743     -19.61743
