0.65 0.39 0.65 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.65 0.39 0.65 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.65 0.39 0.65 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.65 0.39 0.65 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.65 0.39 0.65 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.65 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.65 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.38 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.38 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.67 0.39 0.67 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.39 0.66 0.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.66 0.40 0.66 0.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.65 0.40 0.65 0.40 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
