# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -19.24913     -19.24913
       0.00977     -19.24955     -19.24955
       0.01953     -19.25083     -19.25083
       0.02930     -19.25295     -19.25295
       0.03906     -19.25591     -19.25591
       0.04883     -19.25969     -19.25969
       0.05859     -19.26430     -19.26430
       0.06836     -19.26970     -19.26970
       0.07812     -19.27589     -19.27589
       0.08789     -19.28285     -19.28285
       0.09765     -19.29055     -19.29055
       0.10742     -19.29896     -19.29896
       0.11718     -19.30807     -19.30808
       0.12695     -19.31785     -19.31785
       0.13671     -19.32828     -19.32828
       0.14648     -19.33932     -19.33932
       0.15624     -19.35094     -19.35094
       0.16601     -19.36311     -19.36311
       0.17577     -19.37581     -19.37581
       0.18554     -19.38900     -19.38900
       0.19530     -19.40266     -19.40266
       0.20507     -19.41675     -19.41675
       0.21483     -19.43124     -19.43124
       0.22460     -19.44610     -19.44610
       0.23436     -19.46131     -19.46131
       0.24413     -19.47683     -19.47683
       0.25389     -19.49264     -19.49264
       0.26366     -19.50871     -19.50871
       0.27342     -19.52500     -19.52500
       0.28319     -19.54151     -19.54151
       0.29295     -19.55818     -19.55818
       0.30272     -19.57502     -19.57502
       0.31248     -19.59198     -19.59198
       0.32225     -19.60905     -19.60905
       0.33201     -19.62620     -19.62620
       0.34178     -19.64342     -19.64342
       0.35154     -19.66067     -19.66067
       0.36131     -19.67795     -19.67795
       0.37107     -19.69522     -19.69523
       0.38084     -19.71249     -19.71249
       0.39060     -19.72971     -19.72971
       0.40037     -19.74688     -19.74688
       0.41013     -19.76399     -19.76399
       0.41990     -19.78101     -19.78101
       0.42966     -19.79793     -19.79793
       0.43943     -19.81474     -19.81474
       0.44919     -19.83141     -19.83141
       0.45896     -19.84795     -19.84795
       0.46873     -19.86433     -19.86433
       0.47849     -19.88055     -19.88055
       0.48826     -19.89659     -19.89659
       0.49802     -19.91244     -19.91244
       0.50779     -19.92810     -19.92810
       0.51755     -19.94354     -19.94354
       0.52732     -19.95877     -19.95877
       0.53708     -19.97377     -19.97377
       0.54685     -19.98853     -19.98853
       0.55661     -20.00306     -20.00306
       0.56638     -20.01732     -20.01732
       0.57614     -20.03133     -20.03133
       0.58591     -20.04507     -20.04507
       0.59567     -20.05853     -20.05853
       0.60544     -20.07172     -20.07172
       0.61520     -20.08461     -20.08461
       0.62497     -20.09722     -20.09722
       0.63473     -20.10952     -20.10952
       0.64450     -20.12152     -20.12152
       0.65426     -20.13321     -20.13321
       0.66403     -20.14458     -20.14458
       0.67379     -20.15564     -20.15564
       0.68356     -20.16638     -20.16638
       0.69332     -20.17678     -20.17678
       0.70309     -20.18685     -20.18685
       0.71285     -20.19659     -20.19659
       0.72262     -20.20599     -20.20599
       0.73238     -20.21504     -20.21504
       0.74215     -20.22375     -20.22375
       0.75191     -20.23210     -20.23210
       0.76168     -20.24011     -20.24011
       0.77144     -20.24776     -20.24776
       0.78121     -20.25505     -20.25505
