# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -17.16187     -17.16187
       0.00884     -17.16225     -17.16225
       0.01767     -17.16341     -17.16341
       0.02651     -17.16534     -17.16534
       0.03534     -17.16802     -17.16802
       0.04418     -17.17145     -17.17145
       0.05301     -17.17562     -17.17562
       0.06185     -17.18052     -17.18052
       0.07068     -17.18612     -17.18612
       0.07952     -17.19241     -17.19241
       0.08835     -17.19937     -17.19937
       0.09719     -17.20698     -17.20698
       0.10602     -17.21521     -17.21521
       0.11486     -17.22404     -17.22404
       0.12369     -17.23344     -17.23344
       0.13253     -17.24338     -17.24338
       0.14136     -17.25383     -17.25383
       0.15020     -17.26478     -17.26478
       0.15903     -17.27619     -17.27619
       0.16787     -17.28803     -17.28803
       0.17670     -17.30028     -17.30028
       0.18554     -17.31290     -17.31290
       0.19437     -17.32587     -17.32587
       0.20321     -17.33916     -17.33916
       0.21204     -17.35275     -17.35275
       0.22088     -17.36661     -17.36661
       0.22971     -17.38070     -17.38070
       0.23855     -17.39502     -17.39502
       0.24738     -17.40952     -17.40952
       0.25622     -17.42420     -17.42420
       0.26505     -17.43902     -17.43902
       0.27389     -17.45396     -17.45396
       0.28272     -17.46901     -17.46901
       0.29156     -17.48414     -17.48414
       0.30039     -17.49932     -17.49932
       0.30923     -17.51456     -17.51456
       0.31806     -17.52982     -17.52982
       0.32690     -17.54508     -17.54508
       0.33573     -17.56034     -17.56034
       0.34457     -17.57557     -17.57557
       0.35340     -17.59075     -17.59075
       0.36224     -17.60588     -17.60588
       0.37107     -17.62094     -17.62094
       0.37991     -17.63592     -17.63592
       0.38874     -17.65080     -17.65080
       0.39758     -17.66557     -17.66557
       0.40641     -17.68022     -17.68022
       0.41525     -17.69474     -17.69474
       0.42408     -17.70912     -17.70912
       0.43292     -17.72335     -17.72335
       0.44175     -17.73741     -17.73741
       0.45059     -17.75130     -17.75130
       0.45942     -17.76501     -17.76501
       0.46826     -17.77853     -17.77853
       0.47710     -17.79185     -17.79185
       0.48593     -17.80497     -17.80497
       0.49477     -17.81788     -17.81788
       0.50360     -17.83057     -17.83057
       0.51244     -17.84303     -17.84303
       0.52127     -17.85526     -17.85526
       0.53011     -17.86725     -17.86725
       0.53894     -17.87900     -17.87900
       0.54778     -17.89050     -17.89050
       0.55661     -17.90175     -17.90175
       0.56545     -17.91273     -17.91273
       0.57428     -17.92346     -17.92346
       0.58312     -17.93391     -17.93391
       0.59195     -17.94410     -17.94410
       0.60079     -17.95400     -17.95400
       0.60962     -17.96363     -17.96363
       0.61846     -17.97297     -17.97297
       0.62729     -17.98202     -17.98202
       0.63613     -17.99079     -17.99079
       0.64496     -17.99926     -17.99926
       0.65380     -18.00743     -18.00743
       0.66263     -18.01530     -18.01530
       0.67147     -18.02287     -18.02287
       0.68030     -18.03014     -18.03014
       0.68914     -18.03710     -18.03710
       0.69797     -18.04374     -18.04374
       0.70681     -18.05008     -18.05008
       0.71564     -18.05610     -18.05610
       0.72448     -18.06181     -18.06181
       0.73331     -18.06720     -18.06720
       0.74215     -18.07227     -18.07227
       0.75098     -18.07702     -18.07702
       0.75982     -18.08145     -18.08145
       0.76865     -18.08556     -18.08556
       0.77749     -18.08934     -18.08934
       0.78632     -18.09279     -18.09279
       0.79516     -18.09592     -18.09592
       0.80399     -18.09873     -18.09873
       0.81283     -18.10120     -18.10120
       0.82166     -18.10335     -18.10335
       0.83050     -18.10517     -18.10517
       0.83933     -18.10665     -18.10665
       0.84817     -18.10781     -18.10781
       0.85700     -18.10864     -18.10864
       0.86584     -18.10913     -18.10913
       0.87467     -18.10930     -18.10930
       0.87467     -18.10930     -18.10930
       0.88717     -18.10897     -18.10897
       0.89966     -18.10797     -18.10797
       0.91216     -18.10632     -18.10632
       0.92465     -18.10401     -18.10401
       0.93715     -18.10103     -18.10103
       0.94964     -18.09740     -18.09740
       0.96214     -18.09310     -18.09310
       0.97463     -18.08815     -18.08815
       0.98713     -18.08255     -18.08255
       0.99962     -18.07628     -18.07628
       1.01212     -18.06937     -18.06937
       1.02461     -18.06180     -18.06180
       1.03711     -18.05358     -18.05358
       1.04960     -18.04472     -18.04472
       1.06210     -18.03520     -18.03520
       1.07459     -18.02505     -18.02505
       1.08708     -18.01426     -18.01426
       1.09958     -18.00283     -18.00283
       1.11207     -17.99076     -17.99076
       1.12457     -17.97806     -17.97806
       1.13706     -17.96474     -17.96474
       1.14956     -17.95079     -17.95079
       1.16205     -17.93622     -17.93622
       1.17455     -17.92104     -17.92104
       1.18704     -17.90524     -17.90524
       1.19954     -17.88884     -17.88884
       1.21203     -17.87184     -17.87184
       1.22453     -17.85425     -17.85425
       1.23702     -17.83605     -17.83605
       1.24952     -17.81728     -17.81728
       1.26201     -17.79792     -17.79792
       1.27451     -17.77799     -17.77799
       1.28700     -17.75749     -17.75749
       1.29949     -17.73643     -17.73643
