# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -17.73496     -17.73496
       0.00909     -17.73537     -17.73537
       0.01819     -17.73656     -17.73656
       0.02728     -17.73858     -17.73858
       0.03638     -17.74136     -17.74136
       0.04547     -17.74492     -17.74492
       0.05457     -17.74924     -17.74924
       0.06366     -17.75432     -17.75432
       0.07276     -17.76013     -17.76013
       0.08185     -17.76666     -17.76666
       0.09095     -17.77388     -17.77388
       0.10004     -17.78177     -17.78177
       0.10914     -17.79031     -17.79031
       0.11823     -17.79946     -17.79946
       0.12733     -17.80921     -17.80921
       0.13642     -17.81953     -17.81953
       0.14552     -17.83039     -17.83039
       0.15461     -17.84176     -17.84176
       0.16371     -17.85361     -17.85361
       0.17280     -17.86591     -17.86591
       0.18190     -17.87863     -17.87863
       0.19099     -17.89174     -17.89174
       0.20009     -17.90523     -17.90523
       0.20918     -17.91905     -17.91905
       0.21828     -17.93317     -17.93317
       0.22737     -17.94758     -17.94758
       0.23647     -17.96225     -17.96225
       0.24556     -17.97714     -17.97714
       0.25466     -17.99223     -17.99223
       0.26375     -18.00751     -18.00751
       0.27285     -18.02293     -18.02293
       0.28194     -18.03849     -18.03849
       0.29104     -18.05416     -18.05416
       0.30013     -18.06991     -18.06991
       0.30923     -18.08573     -18.08573
       0.31832     -18.10160     -18.10160
       0.32742     -18.11750     -18.11750
       0.33651     -18.13340     -18.13340
       0.34561     -18.14930     -18.14930
       0.35470     -18.16517     -18.16517
       0.36380     -18.18100     -18.18100
       0.37289     -18.19677     -18.19677
       0.38199     -18.21248     -18.21248
       0.39108     -18.22810     -18.22810
       0.40018     -18.24361     -18.24361
       0.40927     -18.25902     -18.25902
       0.41837     -18.27430     -18.27430
       0.42746     -18.28945     -18.28945
       0.43656     -18.30445     -18.30445
       0.44565     -18.31929     -18.31929
       0.45475     -18.33396     -18.33396
       0.46384     -18.34845     -18.34845
       0.47294     -18.36276     -18.36276
       0.48203     -18.37688     -18.37688
       0.49113     -18.39078     -18.39078
       0.50022     -18.40448     -18.40448
       0.50932     -18.41795     -18.41795
       0.51841     -18.43120     -18.43120
       0.52751     -18.44421     -18.44421
       0.53660     -18.45699     -18.45699
       0.54570     -18.46951     -18.46951
       0.55479     -18.48178     -18.48178
       0.56389     -18.49379     -18.49379
       0.57298     -18.50554     -18.50554
       0.58208     -18.51702     -18.51702
       0.59117     -18.52822     -18.52822
       0.60027     -18.53914     -18.53914
       0.60936     -18.54977     -18.54977
       0.61846     -18.56012     -18.56012
       0.62755     -18.57018     -18.57018
       0.63665     -18.57994     -18.57994
       0.64574     -18.58940     -18.58940
       0.65484     -18.59856     -18.59856
       0.66393     -18.60741     -18.60741
       0.67303     -18.61595     -18.61595
       0.68212     -18.62417     -18.62417
       0.69122     -18.63208     -18.63208
       0.70031     -18.63968     -18.63968
       0.70941     -18.64695     -18.64695
       0.71850     -18.65390     -18.65390
       0.72760     -18.66052     -18.66052
       0.73669     -18.66681     -18.66681
       0.74579     -18.67278     -18.67278
       0.75488     -18.67841     -18.67841
       0.76398     -18.68371     -18.68371
       0.77307     -18.68868     -18.68868
       0.78217     -18.69331     -18.69331
       0.79126     -18.69760     -18.69760
       0.80036     -18.70155     -18.70155
       0.80945     -18.70517     -18.70517
       0.81855     -18.70844     -18.70844
       0.82764     -18.71137     -18.71137
       0.83674     -18.71396     -18.71396
       0.84583     -18.71620     -18.71620
       0.85493     -18.71810     -18.71810
       0.86402     -18.71965     -18.71965
       0.87312     -18.72087     -18.72087
       0.88221     -18.72173     -18.72173
       0.89131     -18.72225     -18.72225
       0.90040     -18.72242     -18.72242
       0.90040     -18.72242     -18.72242
       0.91326     -18.72208     -18.72208
       0.92612     -18.72104     -18.72104
       0.93899     -18.71931     -18.71931
       0.95185     -18.71689     -18.71689
       0.96471     -18.71378     -18.71378
       0.97757     -18.70998     -18.70998
       0.99044     -18.70549     -18.70549
       1.00330     -18.70032     -18.70032
       1.01616     -18.69446     -18.69446
       1.02902     -18.68791     -18.68791
       1.04188     -18.68068     -18.68068
       1.05475     -18.67278     -18.67278
       1.06761     -18.66419     -18.66419
       1.08047     -18.65493     -18.65493
       1.09333     -18.64500     -18.64500
       1.10620     -18.63439     -18.63439
       1.11906     -18.62312     -18.62312
       1.13192     -18.61118     -18.61118
       1.14478     -18.59859     -18.59859
       1.15764     -18.58534     -18.58534
       1.17051     -18.57143     -18.57143
       1.18337     -18.55688     -18.55688
       1.19623     -18.54168     -18.54168
       1.20909     -18.52585     -18.52585
       1.22196     -18.50938     -18.50938
       1.23482     -18.49228     -18.49228
       1.24768     -18.47456     -18.47456
       1.26054     -18.45622     -18.45622
       1.27340     -18.43726     -18.43726
       1.28627     -18.41771     -18.41771
       1.29913     -18.39755     -18.39755
