# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -19.30760     -19.30760
       0.00977     -19.30802     -19.30802
       0.01953     -19.30929     -19.30929
       0.02930     -19.31141     -19.31141
       0.03906     -19.31436     -19.31436
       0.04883     -19.31814     -19.31814
       0.05859     -19.32274     -19.32274
       0.06836     -19.32814     -19.32814
       0.07812     -19.33432     -19.33432
       0.08789     -19.34127     -19.34127
       0.09765     -19.34895     -19.34895
       0.10742     -19.35736     -19.35736
       0.11718     -19.36645     -19.36645
       0.12695     -19.37622     -19.37622
       0.13671     -19.38663     -19.38663
       0.14648     -19.39765     -19.39765
       0.15624     -19.40925     -19.40925
       0.16601     -19.42141     -19.42141
       0.17577     -19.43410     -19.43410
       0.18554     -19.44729     -19.44729
       0.19530     -19.46093     -19.46093
       0.20507     -19.47501     -19.47501
       0.21483     -19.48949     -19.48949
       0.22460     -19.50435     -19.50435
       0.23436     -19.51954     -19.51954
       0.24413     -19.53506     -19.53506
       0.25389     -19.55086     -19.55086
       0.26366     -19.56692     -19.56692
       0.27342     -19.58321     -19.58321
       0.28319     -19.59971     -19.59971
       0.29295     -19.61639     -19.61639
       0.30272     -19.63322     -19.63322
       0.31248     -19.65018     -19.65018
       0.32225     -19.66725     -19.66725
       0.33201     -19.68440     -19.68440
       0.34178     -19.70161     -19.70161
       0.35154     -19.71887     -19.71887
       0.36131     -19.73615     -19.73615
       0.37107     -19.75343     -19.75343
       0.38084     -19.77069     -19.77069
       0.39060     -19.78792     -19.78792
       0.40037     -19.80510     -19.80510
       0.41013     -19.82221     -19.82221
       0.41990     -19.83924     -19.83924
       0.42966     -19.85617     -19.85617
       0.43943     -19.87299     -19.87299
       0.44919     -19.88967     -19.88967
       0.45896     -19.90622     -19.90622
       0.46873     -19.92262     -19.92262
       0.47849     -19.93885     -19.93885
       0.48826     -19.95490     -19.95490
       0.49802     -19.97076     -19.97076
       0.50779     -19.98643     -19.98643
       0.51755     -20.00189     -20.00189
       0.52732     -20.01713     -20.01713
       0.53708     -20.03215     -20.03215
       0.54685     -20.04692     -20.04692
       0.55661     -20.06146     -20.06146
       0.56638     -20.07574     -20.07574
       0.57614     -20.08976     -20.08976
       0.58591     -20.10352     -20.10352
       0.59567     -20.11699     -20.11699
       0.60544     -20.13019     -20.13019
       0.61520     -20.14310     -20.14310
       0.62497     -20.15572     -20.15572
       0.63473     -20.16804     -20.16804
       0.64450     -20.18005     -20.18005
       0.65426     -20.19176     -20.19176
       0.66403     -20.20314     -20.20314
       0.67379     -20.21421     -20.21421
       0.68356     -20.22496     -20.22496
       0.69332     -20.23538     -20.23538
       0.70309     -20.24547     -20.24547
       0.71285     -20.25522     -20.25522
       0.72262     -20.26463     -20.26463
       0.73238     -20.27370     -20.27370
       0.74215     -20.28242     -20.28242
       0.75191     -20.29079     -20.29079
       0.76168     -20.29881     -20.29881
       0.77144     -20.30647     -20.30647
       0.78121     -20.31377     -20.31377
       0.79097     -20.32071     -20.32071
       0.80074     -20.32730     -20.32730
       0.81050     -20.33351     -20.33351
       0.82027     -20.33936     -20.33936
       0.83003     -20.34485     -20.34485
       0.83980     -20.34996     -20.34996
       0.84956     -20.35469     -20.35470
       0.85933     -20.35906     -20.35906
       0.86909     -20.36305     -20.36305
       0.87886     -20.36666     -20.36666
       0.88862     -20.36990     -20.36990
       0.89839     -20.37275     -20.37275
       0.90815     -20.37523     -20.37523
       0.91792     -20.37733     -20.37733
       0.92769     -20.37904     -20.37904
       0.93745     -20.38038     -20.38038
       0.94722     -20.38133     -20.38133
       0.95698     -20.38191     -20.38191
       0.96675     -20.38210     -20.38210
       0.96675     -20.38210     -20.38210
       0.98056     -20.38172     -20.38172
       0.99437     -20.38057     -20.38057
       1.00818     -20.37866     -20.37866
       1.02199     -20.37599     -20.37599
       1.03580     -20.37256     -20.37256
       1.04961     -20.36836     -20.36836
       1.06342     -20.36341     -20.36341
       1.07723     -20.35770     -20.35770
       1.09103     -20.35123     -20.35123
       1.10484     -20.34400     -20.34400
       1.11865     -20.33603     -20.33603
       1.13246     -20.32732     -20.32732
       1.14627     -20.31786     -20.31786
       1.16008     -20.30765     -20.30765
       1.17389     -20.29671     -20.29671
       1.18770     -20.28504     -20.28504
       1.20151     -20.27264     -20.27264
       1.21532     -20.25951     -20.25951
       1.22913     -20.24566     -20.24566
       1.24294     -20.23109     -20.23110
       1.25675     -20.21582     -20.21582
       1.27056     -20.19985     -20.19985
       1.28437     -20.18318     -20.18318
       1.29818     -20.16582     -20.16582
       1.31199     -20.14778     -20.14778
       1.32580     -20.12906     -20.12906
       1.33961     -20.10968     -20.10968
       1.35342     -20.08963     -20.08963
       1.36723     -20.06893     -20.06894
       1.38104     -20.04760     -20.04760
       1.39485     -20.02563     -20.02563
       1.40866     -20.00304     -20.00304
       1.42247     -19.97984     -19.97984
       1.43628     -19.95604     -19.95604
       1.45009     -19.93165     -19.93165
       1.46390     -19.90668     -19.90668
       1.47771     -19.88115     -19.88115
       1.49152     -19.85507     -19.85507
       1.50533     -19.82845     -19.82845
       1.51914     -19.80130     -19.80130
       1.53295     -19.77366     -19.77366
