# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -17.82924     -17.82924
       0.00909     -17.82964     -17.82964
       0.01819     -17.83086     -17.83086
       0.02728     -17.83288     -17.83288
       0.03638     -17.83570     -17.83570
       0.04547     -17.83931     -17.83931
       0.05457     -17.84369     -17.84369
       0.06366     -17.84883     -17.84883
       0.07276     -17.85472     -17.85472
       0.08185     -17.86133     -17.86133
       0.09095     -17.86865     -17.86865
       0.10004     -17.87664     -17.87664
       0.10914     -17.88529     -17.88529
       0.11823     -17.89456     -17.89456
       0.12733     -17.90444     -17.90444
       0.13642     -17.91489     -17.91489
       0.14552     -17.92588     -17.92588
       0.15461     -17.93739     -17.93739
       0.16371     -17.94938     -17.94938
       0.17280     -17.96183     -17.96183
       0.18190     -17.97471     -17.97471
       0.19099     -17.98798     -17.98798
       0.20009     -18.00161     -18.00161
       0.20918     -18.01560     -18.01560
       0.21828     -18.02989     -18.02989
       0.22737     -18.04447     -18.04447
       0.23647     -18.05930     -18.05930
       0.24556     -18.07436     -18.07436
       0.25466     -18.08963     -18.08963
       0.26375     -18.10507     -18.10507
       0.27285     -18.12067     -18.12067
       0.28194     -18.13640     -18.13640
       0.29104     -18.15223     -18.15223
       0.30013     -18.16816     -18.16816
       0.30923     -18.18415     -18.18415
       0.31832     -18.20019     -18.20019
       0.32742     -18.21625     -18.21625
       0.33651     -18.23232     -18.23232
       0.34561     -18.24838     -18.24838
       0.35470     -18.26442     -18.26442
       0.36380     -18.28041     -18.28041
       0.37289     -18.29634     -18.29634
       0.38199     -18.31220     -18.31220
       0.39108     -18.32797     -18.32797
       0.40018     -18.34364     -18.34364
       0.40927     -18.35920     -18.35920
       0.41837     -18.37463     -18.37463
       0.42746     -18.38993     -18.38993
       0.43656     -18.40507     -18.40507
       0.44565     -18.42005     -18.42005
       0.45475     -18.43487     -18.43487
       0.46384     -18.44950     -18.44950
       0.47294     -18.46394     -18.46394
       0.48203     -18.47819     -18.47819
       0.49113     -18.49223     -18.49223
       0.50022     -18.50605     -18.50605
       0.50932     -18.51965     -18.51965
       0.51841     -18.53302     -18.53302
       0.52751     -18.54616     -18.54616
       0.53660     -18.55904     -18.55904
       0.54570     -18.57168     -18.57168
       0.55479     -18.58407     -18.58407
       0.56389     -18.59619     -18.59619
       0.57298     -18.60804     -18.60804
       0.58208     -18.61962     -18.61962
       0.59117     -18.63092     -18.63092
       0.60027     -18.64194     -18.64194
       0.60936     -18.65267     -18.65267
       0.61846     -18.66311     -18.66311
       0.62755     -18.67325     -18.67325
       0.63665     -18.68310     -18.68310
       0.64574     -18.69265     -18.69265
       0.65484     -18.70188     -18.70188
       0.66393     -18.71081     -18.71081
       0.67303     -18.71943     -18.71943
       0.68212     -18.72772     -18.72772
       0.69122     -18.73570     -18.73570
       0.70031     -18.74336     -18.74336
       0.70941     -18.75070     -18.75070
       0.71850     -18.75770     -18.75770
       0.72760     -18.76438     -18.76438
       0.73669     -18.77073     -18.77073
       0.74579     -18.77675     -18.77675
       0.75488     -18.78243     -18.78243
       0.76398     -18.78778     -18.78778
       0.77307     -18.79278     -18.79278
       0.78217     -18.79745     -18.79745
       0.79126     -18.80178     -18.80178
       0.80036     -18.80577     -18.80577
       0.80945     -18.80941     -18.80941
       0.81855     -18.81271     -18.81271
       0.82764     -18.81567     -18.81567
       0.83674     -18.81828     -18.81828
       0.84583     -18.82054     -18.82054
       0.85493     -18.82246     -18.82246
       0.86402     -18.82402     -18.82402
       0.87312     -18.82524     -18.82524
       0.88221     -18.82612     -18.82612
       0.89131     -18.82664     -18.82664
       0.90040     -18.82681     -18.82681
       0.90040     -18.82681     -18.82681
       0.91326     -18.82647     -18.82647
       0.92612     -18.82542     -18.82542
       0.93899     -18.82368     -18.82368
       0.95185     -18.82124     -18.82124
       0.96471     -18.81810     -18.81810
       0.97757     -18.81427     -18.81427
       0.99044     -18.80974     -18.80974
       1.00330     -18.80452     -18.80452
       1.01616     -18.79861     -18.79861
       1.02902     -18.79201     -18.79201
       1.04188     -18.78472     -18.78472
       1.05475     -18.77675     -18.77675
       1.06761     -18.76809     -18.76809
       1.08047     -18.75875     -18.75875
       1.09333     -18.74873     -18.74873
       1.10620     -18.73803     -18.73803
       1.11906     -18.72666     -18.72666
       1.13192     -18.71462     -18.71462
       1.14478     -18.70192     -18.70192
       1.15764     -18.68855     -18.68855
       1.17051     -18.67453     -18.67453
       1.18337     -18.65985     -18.65985
       1.19623     -18.64453     -18.64453
       1.20909     -18.62855     -18.62855
       1.22196     -18.61194     -18.61194
       1.23482     -18.59469     -18.59469
       1.24768     -18.57681     -18.57681
       1.26054     -18.55831     -18.55831
       1.27340     -18.53919     -18.53919
       1.28627     -18.51946     -18.51946
       1.29913     -18.49913     -18.49913
       1.31199     -18.47820     -18.47820
       1.32485     -18.45669     -18.45669
       1.33772     -18.43458     -18.43458
       1.35058     -18.41191     -18.41191
       1.36344     -18.38867     -18.38867
       1.37630     -18.36488     -18.36488
       1.38916     -18.34054     -18.34054
       1.40203     -18.31566     -18.31566
       1.41489     -18.29026     -18.29026
       1.42775     -18.26434     -18.26434
       1.44061     -18.23791     -18.23791
       1.45347     -18.21099     -18.21099
       1.46634     -18.18359     -18.18359
       1.47920     -18.15572     -18.15572
       1.49206     -18.12740     -18.12740
       1.50492     -18.09864     -18.09864
       1.51779     -18.06946     -18.06946
       1.53065     -18.03987     -18.03987
       1.54351     -18.00988     -18.00988
       1.55637     -17.97951     -17.97951
       1.56923     -17.94878     -17.94878
       1.58210     -17.91772     -17.91772
       1.59496     -17.88633     -17.88633
       1.60782     -17.85464     -17.85464
       1.62068     -17.82267     -17.82267
       1.63355     -17.79044     -17.79044
       1.64641     -17.75799     -17.75799
       1.65927     -17.72532     -17.72532
       1.67213     -17.69247     -17.69247
       1.68499     -17.65946     -17.65946
       1.69786     -17.62632     -17.62632
       1.71072     -17.59308     -17.59308
       1.72358     -17.55979     -17.55979
       1.73644     -17.52645     -17.52645
       1.74931     -17.49313     -17.49313
       1.76217     -17.45983     -17.45983
       1.77503     -17.42661     -17.42661
       1.78789     -17.39351     -17.39351
       1.80075     -17.36058     -17.36058
       1.81362     -17.32784     -17.32784
       1.82648     -17.29536     -17.29536
       1.83934     -17.26317     -17.26317
       1.85220     -17.23134     -17.23134
       1.86507     -17.19992     -17.19992
       1.87793     -17.16898     -17.16898
       1.89079     -17.13855     -17.13855
       1.90365     -17.10869     -17.10869
       1.91651     -17.07950     -17.07950
       1.92938     -17.05103     -17.05103
       1.94224     -17.02336     -17.02336
       1.95510     -16.99654     -16.99654
       1.96796     -16.97066     -16.97066
       1.98083     -16.94581     -16.94581
       1.99369     -16.92205     -16.92205
       2.00655     -16.89946     -16.89946
       2.01941     -16.87815     -16.87815
       2.03227     -16.85815     -16.85815
       2.04514     -16.83958     -16.83958
       2.05800     -16.82250     -16.82250
       2.07086     -16.80697     -16.80697
       2.08372     -16.79308     -16.79308
       2.09659     -16.78091     -16.78091
       2.10945     -16.77050     -16.77050
       2.12231     -16.76189     -16.76189
       2.13517     -16.75515     -16.75515
       2.14803     -16.75031     -16.75031
       2.16090     -16.74738     -16.74738
       2.17376     -16.74641     -16.74641
       2.17376     -16.74641     -16.74641
       2.18285     -16.74690     -16.74690
       2.19195     -16.74835     -16.74835
       2.20104     -16.75078     -16.75078
       2.21014     -16.75417     -16.75417
       2.21923     -16.75849     -16.75849
       2.22833     -16.76373     -16.76373
       2.23742     -16.76986     -16.76986
       2.24652     -16.77686     -16.77686
       2.25561     -16.78471     -16.78471
       2.26471     -16.79336     -16.79336
       2.27380     -16.80280     -16.80280
       2.28290     -16.81296     -16.81296
       2.29199     -16.82385     -16.82385
       2.30109     -16.83540     -16.83540
       2.31018     -16.84758     -16.84758
       2.31928     -16.86034     -16.86034
       2.32837     -16.87366     -16.87366
       2.33747     -16.88751     -16.88751
       2.34656     -16.90183     -16.90183
       2.35566     -16.91658     -16.91658
       2.36475     -16.93175     -16.93175
       2.37385     -16.94727     -16.94727
       2.38294     -16.96313     -16.96313
       2.39204     -16.97929     -16.97929
       2.40113     -16.99572     -16.99572
       2.41023     -17.01237     -17.01237
       2.41932     -17.02923     -17.02923
       2.42842     -17.04626     -17.04626
       2.43751     -17.06344     -17.06344
       2.44661     -17.08075     -17.08075
       2.45570     -17.09814     -17.09814
       2.46480     -17.11561     -17.11561
       2.47389     -17.13311     -17.13311
       2.48299     -17.15064     -17.15064
       2.49208     -17.16817     -17.16817
       2.50118     -17.18569     -17.18569
       2.51027     -17.20318     -17.20318
       2.51937     -17.22061     -17.22061
       2.52846     -17.23798     -17.23798
       2.53756     -17.25527     -17.25527
       2.54665     -17.27246     -17.27246
       2.55575     -17.28952     -17.28952
       2.56484     -17.30646     -17.30646
       2.57394     -17.32326     -17.32326
       2.58303     -17.33991     -17.33991
       2.59213     -17.35638     -17.35638
       2.60122     -17.37268     -17.37268
       2.61032     -17.38880     -17.38880
       2.61941     -17.40472     -17.40472
       2.62851     -17.42044     -17.42044
       2.63760     -17.43594     -17.43594
       2.64670     -17.45122     -17.45122
       2.65579     -17.46627     -17.46627
       2.66489     -17.48107     -17.48107
       2.67398     -17.49563     -17.49563
       2.68308     -17.50995     -17.50995
       2.69217     -17.52400     -17.52400
       2.70127     -17.53779     -17.53779
       2.71036     -17.55130     -17.55130
       2.71946     -17.56453     -17.56453
       2.72855     -17.57749     -17.57749
       2.73765     -17.59016     -17.59016
       2.74674     -17.60254     -17.60254
       2.75584     -17.61463     -17.61463
       2.76493     -17.62641     -17.62641
       2.77403     -17.63789     -17.63789
       2.78312     -17.64907     -17.64907
       2.79222     -17.65993     -17.65993
       2.80131     -17.67047     -17.67047
       2.81040     -17.68070     -17.68070
       2.81950     -17.69061     -17.69061
       2.82859     -17.70019     -17.70019
       2.83769     -17.70944     -17.70944
       2.84678     -17.71837     -17.71837
       2.85588     -17.72696     -17.72696
       2.86497     -17.73522     -17.73522
       2.87407     -17.74314     -17.74314
       2.88316     -17.75073     -17.75073
       2.89226     -17.75797     -17.75797
       2.90135     -17.76487     -17.76487
       2.91045     -17.77143     -17.77143
       2.91954     -17.77764     -17.77764
       2.92864     -17.78350     -17.78350
       2.93773     -17.78902     -17.78902
       2.94683     -17.79418     -17.79418
       2.95592     -17.79900     -17.79900
       2.96502     -17.80346     -17.80346
       2.97411     -17.80756     -17.80756
       2.98321     -17.81132     -17.81132
       2.99230     -17.81472     -17.81472
       3.00140     -17.81776     -17.81776
       3.01049     -17.82045     -17.82045
       3.01959     -17.82278     -17.82278
       3.02868     -17.82475     -17.82475
       3.03778     -17.82636     -17.82636
       3.04687     -17.82762     -17.82762
       3.05597     -17.82851     -17.82851
       3.06506     -17.82905     -17.82905
       3.07416     -17.82924     -17.82924
# Band    2
       3.07416     -17.73047     -17.73047
       3.06506     -17.73029     -17.73029
       3.05597     -17.72976     -17.72976
       3.04687     -17.72887     -17.72887
       3.03778     -17.72764     -17.72764
       3.02868     -17.72604     -17.72604
       3.01959     -17.72410     -17.72410
       3.01049     -17.72180     -17.72180
       3.00140     -17.71915     -17.71915
       2.99230     -17.71614     -17.71614
       2.98321     -17.71279     -17.71279
       2.97411     -17.70908     -17.70908
       2.96502     -17.70503     -17.70503
       2.95592     -17.70063     -17.70063
       2.94683     -17.69588     -17.69588
       2.93773     -17.69079     -17.69079
       2.92864     -17.68535     -17.68535
       2.91954     -17.67956     -17.67956
       2.91045     -17.67344     -17.67344
       2.90135     -17.66697     -17.66697
       2.89226     -17.66016     -17.66016
       2.88316     -17.65302     -17.65302
       2.87407     -17.64554     -17.64554
       2.86497     -17.63773     -17.63773
       2.85588     -17.62958     -17.62958
       2.84678     -17.62111     -17.62111
       2.83769     -17.61230     -17.61230
       2.82859     -17.60318     -17.60318
       2.81950     -17.59373     -17.59373
       2.81040     -17.58397     -17.58397
       2.80131     -17.57388     -17.57388
       2.79222     -17.56349     -17.56349
       2.78312     -17.55278     -17.55278
       2.77403     -17.54177     -17.54177
       2.76493     -17.53046     -17.53046
       2.75584     -17.51884     -17.51884
       2.74674     -17.50693     -17.50693
       2.73765     -17.49473     -17.49473
       2.72855     -17.48225     -17.48225
       2.71946     -17.46948     -17.46948
       2.71036     -17.45644     -17.45644
       2.70127     -17.44313     -17.44313
       2.69217     -17.42955     -17.42955
       2.68308     -17.41571     -17.41571
       2.67398     -17.40162     -17.40162
       2.66489     -17.38728     -17.38728
       2.65579     -17.37271     -17.37271
       2.64670     -17.35790     -17.35790
       2.63760     -17.34286     -17.34286
       2.62851     -17.32760     -17.32760
       2.61941     -17.31214     -17.31214
       2.61032     -17.29648     -17.29648
       2.60122     -17.28063     -17.28063
       2.59213     -17.26460     -17.26460
       2.58303     -17.24840     -17.24840
       2.57394     -17.23204     -17.23204
       2.56484     -17.21553     -17.21553
       2.55575     -17.19889     -17.19889
       2.54665     -17.18212     -17.18212
       2.53756     -17.16525     -17.16525
       2.52846     -17.14827     -17.14827
       2.51937     -17.13122     -17.13122
       2.51027     -17.11411     -17.11411
       2.50118     -17.09696     -17.09696
       2.49208     -17.07977     -17.07977
       2.48299     -17.06257     -17.06257
       2.47389     -17.04538     -17.04538
       2.46480     -17.02822     -17.02822
       2.45570     -17.01111     -17.01111
       2.44661     -16.99408     -16.99408
       2.43751     -16.97714     -16.97714
       2.42842     -16.96032     -16.96032
       2.41932     -16.94365     -16.94365
       2.41023     -16.92717     -16.92717
       2.40113     -16.91088     -16.91088
       2.39204     -16.89483     -16.89483
       2.38294     -16.87904     -16.87904
       2.37385     -16.86356     -16.86356
       2.36475     -16.84839     -16.84839
       2.35566     -16.83359     -16.83359
       2.34656     -16.81919     -16.81919
       2.33747     -16.80522     -16.80522
       2.32837     -16.79173     -16.79173
       2.31928     -16.77874     -16.77874
       2.31018     -16.76630     -16.76630
       2.30109     -16.75444     -16.75444
       2.29199     -16.74319     -16.74319
       2.28290     -16.73260     -16.73260
       2.27380     -16.72270     -16.72270
       2.26471     -16.71353     -16.71353
       2.25561     -16.70511     -16.70511
       2.24652     -16.69748     -16.69748
       2.23742     -16.69069     -16.69069
       2.22833     -16.68472     -16.68472
       2.21923     -16.67964     -16.67964
       2.21014     -16.67545     -16.67545
       2.20104     -16.67216     -16.67216
       2.19195     -16.66981     -16.66981
       2.18285     -16.66842     -16.66842
