# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -18.85296     -18.85296
       0.00956     -18.85337     -18.85337
       0.01913     -18.85463     -18.85463
       0.02869     -18.85671     -18.85671
       0.03826     -18.85962     -18.85962
       0.04782     -18.86334     -18.86334
       0.05738     -18.86787     -18.86787
       0.06695     -18.87317     -18.87317
       0.07651     -18.87925     -18.87925
       0.08607     -18.88608     -18.88608
       0.09564     -18.89363     -18.89363
       0.10520     -18.90189     -18.90189
       0.11477     -18.91084     -18.91084
       0.12433     -18.92043     -18.92043
       0.13389     -18.93066     -18.93066
       0.14346     -18.94149     -18.94149
       0.15302     -18.95288     -18.95288
       0.16258     -18.96481     -18.96481
       0.17215     -18.97726     -18.97726
       0.18171     -18.99019     -18.99019
       0.19128     -19.00358     -19.00358
       0.20084     -19.01739     -19.01739
       0.21040     -19.03159     -19.03159
       0.21997     -19.04616     -19.04616
       0.22953     -19.06106     -19.06106
       0.23909     -19.07627     -19.07627
       0.24866     -19.09175     -19.09175
       0.25822     -19.10748     -19.10748
       0.26779     -19.12344     -19.12344
       0.27735     -19.13959     -19.13959
       0.28691     -19.15590     -19.15590
       0.29648     -19.17238     -19.17238
       0.30604     -19.18898     -19.18898
       0.31560     -19.20568     -19.20568
       0.32517     -19.22246     -19.22246
       0.33473     -19.23929     -19.23929
       0.34430     -19.25617     -19.25617
       0.35386     -19.27306     -19.27306
       0.36342     -19.28995     -19.28995
       0.37299     -19.30682     -19.30682
       0.38255     -19.32365     -19.32365
       0.39211     -19.34043     -19.34043
       0.40168     -19.35715     -19.35715
       0.41124     -19.37377     -19.37377
       0.42081     -19.39030     -19.39030
       0.43037     -19.40672     -19.40672
       0.43993     -19.42301     -19.42301
       0.44950     -19.43916     -19.43916
       0.45906     -19.45516     -19.45516
       0.46862     -19.47099     -19.47099
       0.47819     -19.48665     -19.48665
       0.48775     -19.50213     -19.50213
       0.49732     -19.51741     -19.51741
       0.50688     -19.53249     -19.53249
       0.51644     -19.54735     -19.54735
       0.52601     -19.56199     -19.56199
       0.53557     -19.57639     -19.57639
       0.54513     -19.59056     -19.59056
       0.55470     -19.60448     -19.60448
       0.56426     -19.61814     -19.61814
       0.57383     -19.63155     -19.63155
       0.58339     -19.64468     -19.64468
       0.59295     -19.65754     -19.65754
       0.60252     -19.67012     -19.67012
       0.61208     -19.68241     -19.68241
       0.62164     -19.69441     -19.69441
       0.63121     -19.70611     -19.70611
       0.64077     -19.71751     -19.71751
       0.65034     -19.72860     -19.72860
       0.65990     -19.73938     -19.73938
       0.66946     -19.74984     -19.74984
       0.67903     -19.75998     -19.75999
       0.68859     -19.76980     -19.76980
       0.69815     -19.77930     -19.77930
       0.70772     -19.78846     -19.78846
       0.71728     -19.79728     -19.79728
       0.72685     -19.80577     -19.80577
       0.73641     -19.81392     -19.81392
       0.74597     -19.82172     -19.82172
       0.75554     -19.82918     -19.82918
       0.76510     -19.83629     -19.83629
       0.77466     -19.84304     -19.84304
       0.78423     -19.84945     -19.84945
       0.79379     -19.85550     -19.85550
       0.80336     -19.86119     -19.86119
       0.81292     -19.86652     -19.86652
       0.82248     -19.87149     -19.87149
       0.83205     -19.87610     -19.87610
       0.84161     -19.88035     -19.88035
       0.85117     -19.88423     -19.88423
       0.86074     -19.88774     -19.88774
       0.87030     -19.89089     -19.89089
       0.87987     -19.89367     -19.89367
       0.88943     -19.89608     -19.89608
       0.89899     -19.89812     -19.89812
       0.90856     -19.89979     -19.89979
       0.91812     -19.90109     -19.90109
       0.92769     -19.90202     -19.90202
       0.93725     -19.90257     -19.90257
       0.94681     -19.90276     -19.90276
       0.94681     -19.90276     -19.90276
       0.96034     -19.90239     -19.90239
       0.97386     -19.90127     -19.90127
       0.98739     -19.89942     -19.89942
       1.00091     -19.89682     -19.89682
       1.01444     -19.89348     -19.89348
       1.02796     -19.88940     -19.88940
       1.04149     -19.88458     -19.88458
       1.05501     -19.87902     -19.87902
       1.06854     -19.87273     -19.87273
       1.08206     -19.86570     -19.86570
       1.09559     -19.85795     -19.85795
       1.10912     -19.84946     -19.84946
       1.12264     -19.84025     -19.84025
       1.13617     -19.83032     -19.83032
       1.14969     -19.81967     -19.81967
       1.16322     -19.80830     -19.80830
       1.17674     -19.79622     -19.79622
       1.19027     -19.78343     -19.78343
       1.20379     -19.76994     -19.76994
       1.21732     -19.75575     -19.75575
       1.23084     -19.74087     -19.74087
       1.24437     -19.72530     -19.72530
       1.25789     -19.70905     -19.70905
       1.27142     -19.69213     -19.69213
       1.28494     -19.67453     -19.67453
       1.29847     -19.65627     -19.65627
       1.31199     -19.63736     -19.63736
       1.32552     -19.61780     -19.61780
       1.33904     -19.59759     -19.59759
       1.35257     -19.57676     -19.57676
       1.36609     -19.55530     -19.55530
       1.37962     -19.53323     -19.53323
       1.39314     -19.51055     -19.51055
       1.40667     -19.48729     -19.48729
       1.42019     -19.46343     -19.46343
       1.43372     -19.43901     -19.43901
       1.44725     -19.41402     -19.41402
       1.46077     -19.38848     -19.38848
       1.47430     -19.36240     -19.36240
       1.48782     -19.33580     -19.33580
       1.50135     -19.30870     -19.30870
