  0.00000000E+00 -0.13515084E+02
  0.83842878E-02 -0.13532182E+02
  0.16768576E-01 -0.13550364E+02
  0.25152864E-01 -0.13569308E+02
  0.33537151E-01 -0.13588643E+02
  0.41921439E-01 -0.13607898E+02
  0.50305727E-01 -0.13626490E+02
  0.58690015E-01 -0.13643754E+02
  0.67074303E-01 -0.13659012E+02
  0.75458591E-01 -0.13671654E+02
  0.83842878E-01 -0.13681205E+02
  0.92227166E-01 -0.13687373E+02
  0.10061145E+00 -0.13690063E+02
  0.10899574E+00 -0.13689363E+02
  0.11738003E+00 -0.13685518E+02
  0.12576432E+00 -0.13678900E+02
  0.13414861E+00 -0.13669978E+02
  0.14253289E+00 -0.13659304E+02
  0.15091718E+00 -0.13647506E+02
  0.15930147E+00 -0.13635269E+02
  0.16768576E+00 -0.13623314E+02
  0.17607004E+00 -0.13612356E+02
  0.18445433E+00 -0.13603034E+02
  0.19283862E+00 -0.13595846E+02
  0.20122291E+00 -0.13591083E+02
  0.20960720E+00 -0.13588791E+02
  0.21799148E+00 -0.13588771E+02
  0.22637577E+00 -0.13590631E+02
  0.23476006E+00 -0.13593853E+02
  0.24314435E+00 -0.13597892E+02
  0.25152864E+00 -0.13602255E+02
  0.25991292E+00 -0.13606562E+02
  0.26829721E+00 -0.13610578E+02
  0.27668150E+00 -0.13614210E+02
  0.28506579E+00 -0.13617477E+02
  0.29345007E+00 -0.13620472E+02
  0.30183436E+00 -0.13623311E+02
  0.31021865E+00 -0.13626093E+02
  0.31860294E+00 -0.13628874E+02
  0.32698723E+00 -0.13631662E+02
  0.33537151E+00 -0.13634433E+02
  0.34375580E+00 -0.13637159E+02
  0.35214009E+00 -0.13639837E+02
  0.36052438E+00 -0.13642515E+02
  0.36890866E+00 -0.13645292E+02
  0.37729295E+00 -0.13648306E+02
  0.38567724E+00 -0.13651705E+02
  0.39406153E+00 -0.13655611E+02
  0.40244582E+00 -0.13660091E+02
  0.41083010E+00 -0.13665136E+02
  0.41921439E+00 -0.13670655E+02
  0.42759868E+00 -0.13676485E+02
  0.43598297E+00 -0.13682403E+02
  0.44436726E+00 -0.13688165E+02
  0.45275154E+00 -0.13693543E+02
  0.46113583E+00 -0.13698358E+02
  0.46952012E+00 -0.13702519E+02
  0.47790441E+00 -0.13706025E+02
  0.48628869E+00 -0.13708943E+02
  0.49467298E+00 -0.13711364E+02
  0.50305727E+00 -0.13713342E+02
  0.51144156E+00 -0.13714845E+02
  0.51982585E+00 -0.13715746E+02
  0.52821013E+00 -0.13715847E+02
  0.53659442E+00 -0.13714950E+02
  0.54497871E+00 -0.13712923E+02
  0.55336300E+00 -0.13709749E+02
  0.56174729E+00 -0.13705528E+02
  0.57013157E+00 -0.13700415E+02
  0.57851586E+00 -0.13694544E+02
  0.58690015E+00 -0.13687953E+02
  0.59528444E+00 -0.13680560E+02
  0.60366872E+00 -0.13672207E+02
  0.61205301E+00 -0.13662758E+02
  0.62043730E+00 -0.13652217E+02
  0.62882159E+00 -0.13640828E+02
  0.63720588E+00 -0.13629119E+02
  0.64559016E+00 -0.13617876E+02
  0.65397445E+00 -0.13608049E+02
  0.66235874E+00 -0.13600590E+02
  0.67074303E+00 -0.13596281E+02
  0.67912732E+00 -0.13595572E+02
  0.68751160E+00 -0.13598465E+02
  0.69589589E+00 -0.13604474E+02
  0.70428018E+00 -0.13612652E+02
  0.71266447E+00 -0.13621675E+02
  0.72104875E+00 -0.13629979E+02
  0.72943304E+00 -0.13635953E+02
  0.73781733E+00 -0.13638178E+02
  0.74620162E+00 -0.13635703E+02
  0.75458591E+00 -0.13628306E+02
  0.76297019E+00 -0.13616649E+02
  0.77135448E+00 -0.13602250E+02
  0.77973877E+00 -0.13587218E+02
  0.78812306E+00 -0.13573800E+02
  0.79650734E+00 -0.13563849E+02
  0.80489163E+00 -0.13558401E+02
  0.81327592E+00 -0.13557473E+02
  0.82166021E+00 -0.13560129E+02
  0.83004450E+00 -0.13564773E+02
  0.83845176E+00 -0.13569562E+02
  0.84685902E+00 -0.13571162E+02
  0.85526628E+00 -0.13572436E+02
  0.86367354E+00 -0.13572423E+02
  0.87208080E+00 -0.13569973E+02
  0.88048807E+00 -0.13563956E+02
  0.88889533E+00 -0.13553474E+02
  0.89730259E+00 -0.13538039E+02
  0.90570985E+00 -0.13517694E+02
  0.91411711E+00 -0.13493045E+02
  0.92252437E+00 -0.13465212E+02
  0.93093163E+00 -0.13435704E+02
  0.93933890E+00 -0.13406236E+02
  0.94774616E+00 -0.13378518E+02
  0.95615342E+00 -0.13354046E+02
  0.96456068E+00 -0.13333904E+02
  0.97296794E+00 -0.13318624E+02
  0.98137520E+00 -0.13308107E+02
  0.98978247E+00 -0.13301617E+02
  0.99818973E+00 -0.13297873E+02
  0.10065970E+01 -0.13295216E+02
  0.10150043E+01 -0.13291848E+02
  0.10234115E+01 -0.13286107E+02
  0.10318188E+01 -0.13276737E+02
  0.10402260E+01 -0.13263089E+02
  0.10486333E+01 -0.13245233E+02
  0.10570406E+01 -0.13223929E+02
  0.10654478E+01 -0.13200490E+02
  0.10738551E+01 -0.13176559E+02
  0.10822623E+01 -0.13153855E+02
  0.10906696E+01 -0.13133931E+02
  0.10990769E+01 -0.13117991E+02
  0.11074841E+01 -0.13106762E+02
  0.11158914E+01 -0.13100429E+02
  0.11242987E+01 -0.13098617E+02
  0.11327059E+01 -0.13100416E+02
  0.11411132E+01 -0.13104455E+02
  0.11495204E+01 -0.13109002E+02
  0.11579277E+01 -0.13112107E+02
  0.11663350E+01 -0.13111766E+02
  0.11747422E+01 -0.13106084E+02
  0.11831495E+01 -0.13093443E+02
  0.11915567E+01 -0.13072649E+02
  0.11999640E+01 -0.13043060E+02
  0.12083713E+01 -0.13004676E+02
  0.12167785E+01 -0.12958168E+02
  0.12251858E+01 -0.12904831E+02
  0.12335931E+01 -0.12846446E+02
  0.12420003E+01 -0.12785073E+02
  0.12504076E+01 -0.12722809E+02
  0.12588148E+01 -0.12661561E+02
  0.12672221E+01 -0.12602885E+02
  0.12756294E+01 -0.12547903E+02
  0.12840366E+01 -0.12497311E+02
  0.12924439E+01 -0.12451430E+02
  0.13008511E+01 -0.12410267E+02
  0.13092584E+01 -0.12373556E+02
