  0.00000000E+00 -0.11441490E+02
  0.83842878E-02 -0.11441735E+02
  0.16768576E-01 -0.11442469E+02
  0.25152864E-01 -0.11443698E+02
  0.33537151E-01 -0.11445428E+02
  0.41921439E-01 -0.11447668E+02
  0.50305727E-01 -0.11450428E+02
  0.58690015E-01 -0.11453717E+02
  0.67074303E-01 -0.11457542E+02
  0.75458591E-01 -0.11461907E+02
  0.83842878E-01 -0.11466810E+02
  0.92227166E-01 -0.11472243E+02
  0.10061145E+00 -0.11478189E+02
  0.10899574E+00 -0.11484623E+02
  0.11738003E+00 -0.11491512E+02
  0.12576432E+00 -0.11498812E+02
  0.13414861E+00 -0.11506477E+02
  0.14253289E+00 -0.11514450E+02
  0.15091718E+00 -0.11522678E+02
  0.15930147E+00 -0.11531104E+02
  0.16768576E+00 -0.11539677E+02
  0.17607004E+00 -0.11548351E+02
  0.18445433E+00 -0.11557089E+02
  0.19283862E+00 -0.11565864E+02
  0.20122291E+00 -0.11574662E+02
  0.20960720E+00 -0.11583476E+02
  0.21799148E+00 -0.11592313E+02
  0.22637577E+00 -0.11601186E+02
  0.23476006E+00 -0.11610114E+02
  0.24314435E+00 -0.11619121E+02
  0.25152864E+00 -0.11628228E+02
  0.25991292E+00 -0.11637457E+02
  0.26829721E+00 -0.11646821E+02
  0.27668150E+00 -0.11656326E+02
  0.28506579E+00 -0.11665964E+02
  0.29345007E+00 -0.11675719E+02
  0.30183436E+00 -0.11685559E+02
  0.31021865E+00 -0.11695439E+02
  0.31860294E+00 -0.11705301E+02
  0.32698723E+00 -0.11715078E+02
  0.33537151E+00 -0.11724692E+02
  0.34375580E+00 -0.11734060E+02
  0.35214009E+00 -0.11743096E+02
  0.36052438E+00 -0.11751717E+02
  0.36890866E+00 -0.11759842E+02
  0.37729295E+00 -0.11767400E+02
  0.38567724E+00 -0.11774330E+02
  0.39406153E+00 -0.11780584E+02
  0.40244582E+00 -0.11786132E+02
  0.41083010E+00 -0.11790959E+02
  0.41921439E+00 -0.11795065E+02
  0.42759868E+00 -0.11798467E+02
  0.43598297E+00 -0.11801198E+02
  0.44436726E+00 -0.11803301E+02
  0.45275154E+00 -0.11804831E+02
  0.46113583E+00 -0.11805849E+02
  0.46952012E+00 -0.11806421E+02
  0.47790441E+00 -0.11806618E+02
  0.48628869E+00 -0.11806507E+02
  0.49467298E+00 -0.11806157E+02
  0.50305727E+00 -0.11805631E+02
  0.51144156E+00 -0.11804990E+02
  0.51982585E+00 -0.11804288E+02
  0.52821013E+00 -0.11803574E+02
  0.53659442E+00 -0.11802893E+02
  0.54497871E+00 -0.11802283E+02
  0.55336300E+00 -0.11801777E+02
  0.56174729E+00 -0.11801407E+02
  0.57013157E+00 -0.11801196E+02
  0.57851586E+00 -0.11801167E+02
  0.58690015E+00 -0.11801335E+02
  0.59528444E+00 -0.11801716E+02
  0.60366872E+00 -0.11802318E+02
  0.61205301E+00 -0.11803145E+02
  0.62043730E+00 -0.11804197E+02
  0.62882159E+00 -0.11805469E+02
  0.63720588E+00 -0.11806947E+02
  0.64559016E+00 -0.11808613E+02
  0.65397445E+00 -0.11810443E+02
  0.66235874E+00 -0.11812405E+02
  0.67074303E+00 -0.11814461E+02
  0.67912732E+00 -0.11816569E+02
  0.68751160E+00 -0.11818681E+02
  0.69589589E+00 -0.11820747E+02
  0.70428018E+00 -0.11822715E+02
  0.71266447E+00 -0.11824534E+02
  0.72104875E+00 -0.11826156E+02
  0.72943304E+00 -0.11827537E+02
  0.73781733E+00 -0.11828640E+02
  0.74620162E+00 -0.11829439E+02
  0.75458591E+00 -0.11829917E+02
  0.76297019E+00 -0.11830067E+02
  0.77135448E+00 -0.11829897E+02
  0.77973877E+00 -0.11829426E+02
  0.78812306E+00 -0.11828684E+02
  0.79650734E+00 -0.11827711E+02
  0.80489163E+00 -0.11826553E+02
  0.81327592E+00 -0.11825263E+02
  0.82166021E+00 -0.11823894E+02
  0.83004450E+00 -0.11822500E+02
  0.83845176E+00 -0.11821129E+02
  0.84685902E+00 -0.11820534E+02
  0.85526628E+00 -0.11819737E+02
  0.86367354E+00 -0.11818742E+02
  0.87208080E+00 -0.11817547E+02
  0.88048807E+00 -0.11816136E+02
  0.88889533E+00 -0.11814488E+02
  0.89730259E+00 -0.11812576E+02
  0.90570985E+00 -0.11810375E+02
  0.91411711E+00 -0.11807860E+02
  0.92252437E+00 -0.11805011E+02
  0.93093163E+00 -0.11801815E+02
  0.93933890E+00 -0.11798267E+02
  0.94774616E+00 -0.11794368E+02
  0.95615342E+00 -0.11790127E+02
  0.96456068E+00 -0.11785558E+02
  0.97296794E+00 -0.11780678E+02
  0.98137520E+00 -0.11775503E+02
  0.98978247E+00 -0.11770053E+02
  0.99818973E+00 -0.11764342E+02
  0.10065970E+01 -0.11758381E+02
  0.10150043E+01 -0.11752178E+02
  0.10234115E+01 -0.11745738E+02
  0.10318188E+01 -0.11739060E+02
  0.10402260E+01 -0.11732140E+02
  0.10486333E+01 -0.11724973E+02
  0.10570406E+01 -0.11717552E+02
  0.10654478E+01 -0.11709868E+02
  0.10738551E+01 -0.11701915E+02
  0.10822623E+01 -0.11693685E+02
  0.10906696E+01 -0.11685172E+02
  0.10990769E+01 -0.11676371E+02
  0.11074841E+01 -0.11667279E+02
  0.11158914E+01 -0.11657894E+02
  0.11242987E+01 -0.11648217E+02
  0.11327059E+01 -0.11638252E+02
  0.11411132E+01 -0.11628008E+02
  0.11495204E+01 -0.11617498E+02
  0.11579277E+01 -0.11606741E+02
  0.11663350E+01 -0.11595765E+02
  0.11747422E+01 -0.11584606E+02
  0.11831495E+01 -0.11573310E+02
  0.11915567E+01 -0.11561933E+02
  0.11999640E+01 -0.11550538E+02
  0.12083713E+01 -0.11539197E+02
  0.12167785E+01 -0.11527989E+02
  0.12251858E+01 -0.11516992E+02
  0.12335931E+01 -0.11506287E+02
  0.12420003E+01 -0.11495948E+02
  0.12504076E+01 -0.11486044E+02
  0.12588148E+01 -0.11476632E+02
  0.12672221E+01 -0.11467752E+02
  0.12756294E+01 -0.11459432E+02
  0.12840366E+01 -0.11451683E+02
  0.12924439E+01 -0.11444496E+02
  0.13008511E+01 -0.11437851E+02
  0.13092584E+01 -0.11431711E+02
  0.13176657E+01 -0.11426032E+02
  0.13260729E+01 -0.11420762E+02
  0.13344802E+01 -0.11415847E+02
