#K-Path(1/A) Energy-Level(eV)
# NKPTS & NBANDS: 250  24
# Band-Index    1
   0.00000    -19.627059
   0.01711    -19.626337
   0.03422    -19.624171
   0.05133    -19.620561
   0.06844    -19.615509
   0.08555    -19.609015
   0.10266    -19.601084
   0.11978    -19.591715
   0.13689    -19.580914
   0.15400    -19.568681
   0.17111    -19.555022
   0.18822    -19.539940
   0.20533    -19.523442
   0.22244    -19.505534
   0.23955    -19.486215
   0.25666    -19.465503
   0.27377    -19.443400
   0.29088    -19.419917
   0.30799    -19.395061
   0.32511    -19.368843
   0.34222    -19.341277
   0.35933    -19.312371
   0.37644    -19.282144
   0.39355    -19.250614
   0.41066    -19.217796
   0.42777    -19.183713
   0.44488    -19.148385
   0.46199    -19.111846
   0.47910    -19.074118
   0.49621    -19.035246
   0.51332    -18.995266
   0.53043    -18.954227
   0.54755    -18.912182
   0.56466    -18.869200
   0.58177    -18.825361
   0.59888    -18.780761
   0.61599    -18.735522
   0.63310    -18.689796
   0.65021    -18.643764
   0.66732    -18.597663
   0.68443    -18.551801
   0.70154    -18.506573
   0.71865    -18.462499
   0.73576    -18.420258
   0.75287    -18.380743
   0.76999    -18.345109
   0.78710    -18.314774
   0.80421    -18.291357
   0.82132    -18.276470
   0.83843    -18.271350
   0.83843    -18.271350
   0.85267    -18.271217
   0.86691    -18.270810
   0.88115    -18.270130
   0.89539    -18.269190
   0.90963    -18.267981
   0.92387    -18.266513
   0.93811    -18.264789
   0.95236    -18.262813
   0.96660    -18.260597
   0.98084    -18.258143
   0.99508    -18.255463
   1.00932    -18.252568
   1.02356    -18.249466
   1.03780    -18.246167
   1.05204    -18.242682
   1.06628    -18.239027
   1.08052    -18.235208
   1.09476    -18.231253
   1.10901    -18.227164
   1.12325    -18.222963
   1.13749    -18.218666
   1.15173    -18.214286
   1.16597    -18.209835
   1.18021    -18.205344
   1.19445    -18.200825
   1.20869    -18.196291
   1.22293    -18.191768
   1.23717    -18.187278
   1.25141    -18.182830
   1.26565    -18.178443
   1.27990    -18.174142
   1.29414    -18.169948
   1.30838    -18.165874
   1.32262    -18.161942
   1.33686    -18.158173
   1.35110    -18.154578
   1.36534    -18.151171
   1.37958    -18.147970
   1.39382    -18.144992
   1.40806    -18.142255
   1.42230    -18.139769
   1.43655    -18.137539
   1.45079    -18.135590
   1.46503    -18.133923
   1.47927    -18.132543
   1.49351    -18.131467
   1.50775    -18.130696
   1.52199    -18.130233
   1.53623    -18.130076
   1.53623    -18.130076
   1.55849    -18.132451
   1.58075    -18.139550
   1.60302    -18.151307
