   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
   -0.6978   -0.5815   -0.4652   -0.3489   -0.2326   -0.1163    0.0000    0.1163    0.2326    0.3489    0.4652    0.5815    0.6978
