   -3.5008   -3.2355   -2.7152   -2.1147   -1.5049   -0.9893   -0.7678   -0.9893   -1.5049   -2.1147   -2.7152   -3.2355   -3.5008
   -3.2457   -3.0850   -2.6909   -2.1837   -1.6553   -1.2214   -1.0455   -1.2214   -1.6553   -2.1837   -2.6909   -3.0850   -3.2457
   -2.6600   -2.6244   -2.4953   -2.2444   -1.9099   -1.6089   -1.4835   -1.6089   -1.9099   -2.2444   -2.4953   -2.6244   -2.6600
   -1.9267   -1.9509   -2.0033   -2.0361   -2.0075   -1.9256   -1.8776   -1.9256   -2.0075   -2.0361   -2.0033   -1.9509   -1.9267
   -1.1242   -1.1750   -1.3092   -1.4957   -1.7191   -1.9817   -2.1940   -1.9817   -1.7191   -1.4957   -1.3092   -1.1750   -1.1242
   -0.3170   -0.3735   -0.5327   -0.7769   -1.1036   -1.5092   -1.8210   -1.5092   -1.1036   -0.7769   -0.5327   -0.3735   -0.3170
    0.3774    0.3384    0.2175   -0.0079   -0.3802   -0.8576   -1.1388   -0.8576   -0.3802   -0.0079    0.2175    0.3384    0.3774
    0.6876    0.6736    0.6346    0.5833    0.2084   -0.4642   -0.7876   -0.4642    0.2084    0.5833    0.6346    0.6736    0.6876
    0.3774    0.3384    0.2175   -0.0079   -0.3802   -0.8576   -1.1388   -0.8576   -0.3802   -0.0079    0.2175    0.3384    0.3774
   -0.3170   -0.3735   -0.5327   -0.7769   -1.1036   -1.5092   -1.8210   -1.5092   -1.1036   -0.7769   -0.5327   -0.3735   -0.3170
   -1.1242   -1.1750   -1.3092   -1.4957   -1.7191   -1.9817   -2.1940   -1.9817   -1.7191   -1.4957   -1.3092   -1.1750   -1.1242
   -1.9267   -1.9509   -2.0033   -2.0361   -2.0075   -1.9256   -1.8776   -1.9256   -2.0075   -2.0361   -2.0033   -1.9509   -1.9267
   -2.6600   -2.6244   -2.4953   -2.2444   -1.9099   -1.6089   -1.4835   -1.6089   -1.9099   -2.2444   -2.4953   -2.6244   -2.6600
   -3.2457   -3.0850   -2.6909   -2.1837   -1.6553   -1.2214   -1.0455   -1.2214   -1.6553   -2.1837   -2.6909   -3.0850   -3.2457
   -3.5008   -3.2355   -2.7152   -2.1147   -1.5049   -0.9893   -0.7678   -0.9893   -1.5049   -2.1147   -2.7152   -3.2355   -3.5008
