# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -18.62576     -18.62576
       0.00947     -18.62618     -18.62618
       0.01893     -18.62743     -18.62743
       0.02840     -18.62951     -18.62951
       0.03786     -18.63242     -18.63242
       0.04733     -18.63613     -18.63613
       0.05680     -18.64065     -18.64065
       0.06626     -18.64596     -18.64596
       0.07573     -18.65204     -18.65204
       0.08520     -18.65886     -18.65886
       0.09466     -18.66641     -18.66641
       0.10413     -18.67466     -18.67466
       0.11359     -18.68359     -18.68359
       0.12306     -18.69318     -18.69318
       0.13253     -18.70339     -18.70339
       0.14199     -18.71419     -18.71419
       0.15146     -18.72557     -18.72557
       0.16092     -18.73748     -18.73748
       0.17039     -18.74990     -18.74990
       0.17986     -18.76280     -18.76280
       0.18932     -18.77615     -18.77615
       0.19879     -18.78992     -18.78992
       0.20826     -18.80407     -18.80407
       0.21772     -18.81858     -18.81858
       0.22719     -18.83343     -18.83343
       0.23665     -18.84857     -18.84857
       0.24612     -18.86399     -18.86399
       0.25559     -18.87965     -18.87965
       0.26505     -18.89553     -18.89553
       0.27452     -18.91160     -18.91160
       0.28399     -18.92785     -18.92785
       0.29345     -18.94423     -18.94423
       0.30292     -18.96074     -18.96074
       0.31238     -18.97735     -18.97735
       0.32185     -18.99403     -18.99403
       0.33132     -19.01076     -19.01076
       0.34078     -19.02753     -19.02753
       0.35025     -19.04432     -19.04432
       0.35971     -19.06110     -19.06110
       0.36918     -19.07786     -19.07786
       0.37865     -19.09458     -19.09458
       0.38811     -19.11123     -19.11123
       0.39758     -19.12783     -19.12783
       0.40705     -19.14433     -19.14433
       0.41651     -19.16074     -19.16074
       0.42598     -19.17703     -19.17703
       0.43544     -19.19319     -19.19319
       0.44491     -19.20922     -19.20922
       0.45438     -19.22509     -19.22509
       0.46384     -19.24080     -19.24080
       0.47331     -19.25633     -19.25633
       0.48277     -19.27168     -19.27168
       0.49224     -19.28682     -19.28682
       0.50171     -19.30177     -19.30177
       0.51117     -19.31650     -19.31650
       0.52064     -19.33101     -19.33101
       0.53011     -19.34529     -19.34529
       0.53957     -19.35933     -19.35933
       0.54904     -19.37313     -19.37313
       0.55850     -19.38667     -19.38667
       0.56797     -19.39995     -19.39995
       0.57744     -19.41296     -19.41296
       0.58690     -19.42570     -19.42570
       0.59637     -19.43816     -19.43816
       0.60584     -19.45034     -19.45034
       0.61530     -19.46222     -19.46222
       0.62477     -19.47381     -19.47381
       0.63423     -19.48510     -19.48510
       0.64370     -19.49608     -19.49608
       0.65317     -19.50675     -19.50675
       0.66263     -19.51712     -19.51712
       0.67210     -19.52716     -19.52716
       0.68156     -19.53688     -19.53688
       0.69103     -19.54627     -19.54627
       0.70050     -19.55534     -19.55534
       0.70996     -19.56408     -19.56408
       0.71943     -19.57248     -19.57248
       0.72890     -19.58054     -19.58054
       0.73836     -19.58827     -19.58827
       0.74783     -19.59565     -19.59565
       0.75729     -19.60268     -19.60268
       0.76676     -19.60937     -19.60937
       0.77623     -19.61570     -19.61570
       0.78569     -19.62169     -19.62169
       0.79516     -19.62732     -19.62732
       0.80462     -19.63260     -19.63260
       0.81409     -19.63752     -19.63752
       0.82356     -19.64208     -19.64208
       0.83302     -19.64628     -19.64628
       0.84249     -19.65012     -19.65012
       0.85196     -19.65359     -19.65359
       0.86142     -19.65670     -19.65670
       0.87089     -19.65945     -19.65945
       0.88035     -19.66184     -19.66184
       0.88982     -19.66386     -19.66386
       0.89929     -19.66551     -19.66551
       0.90875     -19.66680     -19.66680
       0.91822     -19.66771     -19.66771
       0.92769     -19.66826     -19.66826
       0.93715     -19.66844     -19.66844
       0.93715     -19.66844     -19.66844
       0.95054     -19.66808     -19.66808
       0.96393     -19.66698     -19.66698
       0.97731     -19.66514     -19.66514
       0.99070     -19.66257     -19.66257
       1.00409     -19.65927     -19.65927
       1.01747     -19.65523     -19.65523
       1.03086     -19.65046     -19.65046
       1.04425     -19.64496     -19.64497
       1.05764     -19.63874     -19.63874
       1.07102     -19.63179     -19.63179
       1.08441     -19.62411     -19.62411
       1.09780     -19.61572     -19.61572
       1.11118     -19.60660     -19.60660
       1.12457     -19.59677     -19.59677
       1.13796     -19.58622     -19.58622
       1.15135     -19.57497     -19.57497
       1.16473     -19.56301     -19.56301
       1.17812     -19.55035     -19.55035
       1.19151     -19.53700     -19.53700
       1.20490     -19.52295     -19.52295
       1.21828     -19.50821     -19.50821
       1.23167     -19.49279     -19.49279
       1.24506     -19.47669     -19.47669
       1.25844     -19.45992     -19.45992
       1.27183     -19.44249     -19.44249
       1.28522     -19.42439     -19.42439
       1.29861     -19.40565     -19.40565
       1.31199     -19.38626     -19.38626
       1.32538     -19.36623     -19.36623
