# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -19.06222     -19.06222
       0.00966     -19.06264     -19.06264
       0.01933     -19.06391     -19.06391
       0.02899     -19.06601     -19.06601
       0.03865     -19.06895     -19.06895
       0.04832     -19.07271     -19.07272
       0.05798     -19.07728     -19.07729
       0.06764     -19.08265     -19.08265
       0.07731     -19.08879     -19.08879
       0.08697     -19.09570     -19.09570
       0.09663     -19.10333     -19.10333
       0.10630     -19.11169     -19.11169
       0.11596     -19.12073     -19.12073
       0.12562     -19.13043     -19.13043
       0.13529     -19.14077     -19.14078
       0.14495     -19.15172     -19.15172
       0.15461     -19.16325     -19.16325
       0.16428     -19.17533     -19.17533
       0.17394     -19.18791     -19.18791
       0.18360     -19.20100     -19.20100
       0.19327     -19.21454     -19.21454
       0.20293     -19.22852     -19.22852
       0.21259     -19.24289     -19.24289
       0.22226     -19.25762     -19.25762
       0.23192     -19.27270     -19.27270
       0.24158     -19.28808     -19.28808
       0.25125     -19.30375     -19.30375
       0.26091     -19.31968     -19.31968
       0.27057     -19.33583     -19.33583
       0.28024     -19.35218     -19.35218
       0.28990     -19.36871     -19.36871
       0.29956     -19.38539     -19.38539
       0.30923     -19.40219     -19.40219
       0.31889     -19.41910     -19.41910
       0.32856     -19.43609     -19.43609
       0.33822     -19.45314     -19.45314
       0.34788     -19.47023     -19.47023
       0.35755     -19.48734     -19.48734
       0.36721     -19.50445     -19.50445
       0.37687     -19.52154     -19.52154
       0.38654     -19.53860     -19.53860
       0.39620     -19.55560     -19.55560
       0.40586     -19.57253     -19.57253
       0.41553     -19.58938     -19.58938
       0.42519     -19.60613     -19.60613
       0.43485     -19.62276     -19.62276
       0.44452     -19.63927     -19.63927
       0.45418     -19.65564     -19.65564
       0.46384     -19.67185     -19.67185
       0.47351     -19.68790     -19.68790
       0.48317     -19.70378     -19.70378
       0.49283     -19.71946     -19.71946
       0.50250     -19.73495     -19.73495
       0.51216     -19.75024     -19.75024
       0.52182     -19.76530     -19.76530
       0.53149     -19.78014     -19.78014
       0.54115     -19.79475     -19.79475
       0.55081     -19.80911     -19.80911
       0.56048     -19.82322     -19.82322
       0.57014     -19.83708     -19.83708
       0.57980     -19.85067     -19.85067
       0.58947     -19.86398     -19.86398
       0.59913     -19.87702     -19.87702
       0.60879     -19.88978     -19.88978
       0.61846     -19.90224     -19.90224
       0.62812     -19.91441     -19.91441
       0.63778     -19.92628     -19.92628
       0.64745     -19.93784     -19.93784
       0.65711     -19.94908     -19.94908
       0.66677     -19.96002     -19.96002
       0.67644     -19.97063     -19.97063
       0.68610     -19.98092     -19.98092
       0.69576     -19.99088     -19.99088
       0.70543     -20.00050     -20.00050
       0.71509     -20.00979     -20.00979
       0.72475     -20.01874     -20.01874
       0.73442     -20.02735     -20.02735
       0.74408     -20.03562     -20.03562
       0.75374     -20.04353     -20.04353
       0.76341     -20.05109     -20.05109
