# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -17.24660     -17.24660
       0.00884     -17.24699     -17.24699
       0.01767     -17.24816     -17.24816
       0.02651     -17.25012     -17.25012
       0.03534     -17.25283     -17.25283
       0.04418     -17.25632     -17.25632
       0.05301     -17.26055     -17.26055
       0.06185     -17.26551     -17.26551
       0.07068     -17.27120     -17.27120
       0.07952     -17.27758     -17.27758
       0.08835     -17.28463     -17.28463
       0.09719     -17.29235     -17.29234
       0.10602     -17.30069     -17.30069
       0.11486     -17.30963     -17.30963
       0.12369     -17.31916     -17.31916
       0.13253     -17.32923     -17.32923
       0.14136     -17.33983     -17.33983
       0.15020     -17.35092     -17.35092
       0.15903     -17.36247     -17.36247
       0.16787     -17.37447     -17.37447
       0.17670     -17.38687     -17.38687
       0.18554     -17.39966     -17.39965
       0.19437     -17.41280     -17.41280
       0.20321     -17.42626     -17.42626
       0.21204     -17.44001     -17.44001
       0.22088     -17.45404     -17.45404
       0.22971     -17.46831     -17.46831
       0.23855     -17.48279     -17.48279
       0.24738     -17.49747     -17.49747
       0.25622     -17.51231     -17.51231
       0.26505     -17.52730     -17.52730
       0.27389     -17.54242     -17.54242
       0.28272     -17.55764     -17.55764
       0.29156     -17.57293     -17.57293
       0.30039     -17.58830     -17.58830
       0.30923     -17.60370     -17.60370
       0.31806     -17.61912     -17.61912
       0.32690     -17.63455     -17.63455
       0.33573     -17.64997     -17.64997
       0.34457     -17.66536     -17.66536
       0.35340     -17.68071     -17.68071
       0.36224     -17.69600     -17.69600
       0.37107     -17.71122     -17.71122
       0.37991     -17.72635     -17.72635
       0.38874     -17.74138     -17.74138
       0.39758     -17.75630     -17.75630
       0.40641     -17.77111     -17.77110
       0.41525     -17.78577     -17.78577
       0.42408     -17.80029     -17.80029
       0.43292     -17.81466     -17.81466
       0.44175     -17.82885     -17.82885
       0.45059     -17.84288     -17.84288
       0.45942     -17.85673     -17.85672
       0.46826     -17.87038     -17.87038
       0.47710     -17.88382     -17.88382
       0.48593     -17.89707     -17.89707
       0.49477     -17.91010     -17.91010
       0.50360     -17.92291     -17.92291
       0.51244     -17.93549     -17.93549
       0.52127     -17.94783     -17.94783
       0.53011     -17.95994     -17.95994
       0.53894     -17.97180     -17.97180
       0.54778     -17.98340     -17.98340
       0.55661     -17.99475     -17.99475
       0.56545     -18.00584     -18.00584
       0.57428     -18.01666     -18.01666
       0.58312     -18.02721     -18.02721
       0.59195     -18.03749     -18.03749
       0.60079     -18.04748     -18.04748
       0.60962     -18.05720     -18.05720
       0.61846     -18.06662     -18.06662
       0.62729     -18.07575     -18.07575
       0.63613     -18.08460     -18.08460
       0.64496     -18.09314     -18.09314
       0.65380     -18.10139     -18.10139
       0.66263     -18.10933     -18.10933
       0.67147     -18.11697     -18.11697
       0.68030     -18.12430     -18.12430
       0.68914     -18.13132     -18.13132
       0.69797     -18.13802     -18.13802
       0.70681     -18.14442     -18.14442
       0.71564     -18.15049     -18.15049
       0.72448     -18.15625     -18.15625
       0.73331     -18.16168     -18.16168
       0.74215     -18.16680     -18.16680
       0.75098     -18.17159     -18.17159
       0.75982     -18.17606     -18.17606
       0.76865     -18.18020     -18.18020
       0.77749     -18.18401     -18.18401
       0.78632     -18.18750     -18.18750
       0.79516     -18.19066     -18.19066
       0.80399     -18.19349     -18.19349
       0.81283     -18.19598     -18.19598
       0.82166     -18.19815     -18.19815
       0.83050     -18.19998     -18.19998
       0.83933     -18.20148     -18.20148
       0.84817     -18.20265     -18.20265
       0.85700     -18.20349     -18.20349
       0.86584     -18.20399     -18.20399
       0.87467     -18.20415     -18.20415
       0.87467     -18.20415     -18.20415
       0.88717     -18.20382     -18.20382
       0.89966     -18.20282     -18.20282
       0.91216     -18.20115     -18.20115
       0.92465     -18.19881     -18.19881
       0.93715     -18.19581     -18.19581
       0.94964     -18.19215     -18.19215
       0.96214     -18.18781     -18.18781
       0.97463     -18.18282     -18.18282
       0.98713     -18.17716     -18.17716
       0.99962     -18.17085     -18.17085
       1.01212     -18.16387     -18.16387
       1.02461     -18.15624     -18.15624
       1.03711     -18.14795     -18.14795
       1.04960     -18.13901     -18.13901
       1.06210     -18.12941     -18.12941
       1.07459     -18.11917     -18.11917
       1.08708     -18.10829     -18.10829
       1.09958     -18.09676     -18.09676
       1.11207     -18.08459     -18.08459
       1.12457     -18.07178     -18.07178
       1.13706     -18.05834     -18.05834
       1.14956     -18.04427     -18.04427
       1.16205     -18.02957     -18.02957
       1.17455     -18.01426     -18.01426
       1.18704     -17.99832     -17.99832
       1.19954     -17.98178     -17.98178
       1.21203     -17.96462     -17.96462
       1.22453     -17.94686     -17.94686
       1.23702     -17.92851     -17.92851
       1.24952     -17.90957     -17.90957
       1.26201     -17.89004     -17.89004
       1.27451     -17.86993     -17.86993
       1.28700     -17.84925     -17.84925
       1.29949     -17.82800     -17.82800
       1.31199     -17.80620     -17.80620
       1.32448     -17.78384     -17.78384
       1.33698     -17.76093     -17.76093
       1.34947     -17.73749     -17.73749
       1.36197     -17.71353     -17.71353
       1.37446     -17.68905     -17.68905
       1.38696     -17.66405     -17.66405
       1.39945     -17.63856     -17.63856
       1.41195     -17.61258     -17.61257
       1.42444     -17.58611     -17.58611
       1.43694     -17.55919     -17.55919
       1.44943     -17.53181     -17.53181
       1.46193     -17.50398     -17.50398
       1.47442     -17.47573     -17.47573
       1.48692     -17.44706     -17.44706
       1.49941     -17.41798     -17.41798
       1.51190     -17.38852     -17.38852
       1.52440     -17.35869     -17.35869
       1.53689     -17.32849     -17.32849
       1.54939     -17.29796     -17.29796
       1.56188     -17.26711     -17.26711
       1.57438     -17.23595     -17.23595
       1.58687     -17.20451     -17.20451
       1.59937     -17.17281     -17.17281
       1.61186     -17.14088     -17.14088
       1.62436     -17.10871     -17.10871
       1.63685     -17.07636     -17.07636
       1.64935     -17.04384     -17.04384
       1.66184     -17.01118     -17.01118
       1.67434     -16.97841     -16.97841
       1.68683     -16.94555     -16.94555
       1.69933     -16.91265     -16.91265
       1.71182     -16.87972     -16.87972
       1.72431     -16.84681     -16.84681
       1.73681     -16.81397     -16.81397
       1.74930     -16.78122     -16.78122
       1.76180     -16.74861     -16.74861
       1.77429     -16.71620     -16.71620
       1.78679     -16.68401     -16.68401
       1.79928     -16.65211     -16.65211
       1.81178     -16.62053     -16.62053
       1.82427     -16.58935     -16.58935
       1.83677     -16.55863     -16.55863
       1.84926     -16.52842     -16.52842
       1.86176     -16.49880     -16.49880
       1.87425     -16.46982     -16.46982
       1.88675     -16.44157     -16.44157
       1.89924     -16.41412     -16.41412
       1.91174     -16.38755     -16.38755
       1.92423     -16.36195     -16.36195
       1.93673     -16.33742     -16.33742
       1.94922     -16.31403     -16.31403
       1.96171     -16.29187     -16.29187
       1.97421     -16.27103     -16.27103
       1.98670     -16.25162     -16.25162
       1.99920     -16.23371     -16.23371
       2.01169     -16.21740     -16.21740
       2.02419     -16.20279     -16.20279
       2.03668     -16.18994     -16.18993
       2.04918     -16.17892     -16.17892
       2.06167     -16.16981     -16.16981
       2.07417     -16.16266     -16.16266
       2.08666     -16.15753     -16.15753
       2.09916     -16.15443     -16.15443
       2.11165     -16.15340     -16.15340
       2.11165     -16.15340     -16.15340
       2.12049     -16.15392     -16.15392
       2.12932     -16.15546     -16.15546
       2.13816     -16.15804     -16.15804
       2.14699     -16.16162     -16.16162
       2.15583     -16.16620     -16.16620
       2.16466     -16.17174     -16.17174
       2.17350     -16.17824     -16.17824
       2.18233     -16.18564     -16.18564
       2.19117     -16.19393     -16.19393
       2.20000     -16.20307     -16.20307
       2.20884     -16.21300     -16.21300
       2.21767     -16.22370     -16.22370
       2.22651     -16.23511     -16.23511
       2.23534     -16.24722     -16.24722
       2.24418     -16.25997     -16.25997
       2.25301     -16.27330     -16.27330
       2.26185     -16.28718     -16.28718
       2.27068     -16.30158     -16.30158
       2.27952     -16.31643     -16.31643
       2.28835     -16.33173     -16.33173
       2.29719     -16.34741     -16.34741
       2.30602     -16.36345     -16.36345
       2.31486     -16.37979     -16.37979
       2.32369     -16.39642     -16.39642
       2.33253     -16.41327     -16.41327
       2.34136     -16.43035     -16.43035
       2.35020     -16.44760     -16.44760
       2.35903     -16.46501     -16.46501
       2.36787     -16.48253     -16.48253
       2.37670     -16.50015     -16.50015
       2.38554     -16.51784     -16.51784
       2.39437     -16.53558     -16.53558
       2.40321     -16.55334     -16.55334
       2.41204     -16.57110     -16.57110
       2.42088     -16.58885     -16.58885
       2.42971     -16.60655     -16.60655
       2.43855     -16.62419     -16.62418
       2.44738     -16.64176     -16.64176
       2.45622     -16.65924     -16.65924
       2.46505     -16.67662     -16.67662
       2.47389     -16.69390     -16.69390
       2.48273     -16.71103     -16.71103
       2.49156     -16.72802     -16.72802
       2.50040     -16.74486     -16.74486
       2.50923     -16.76153     -16.76153
       2.51807     -16.77800     -16.77800
       2.52690     -16.79430     -16.79430
       2.53574     -16.81040     -16.81040
       2.54457     -16.82629     -16.82629
       2.55341     -16.84196     -16.84196
       2.56224     -16.85740     -16.85740
       2.57108     -16.87262     -16.87262
       2.57991     -16.88760     -16.88760
       2.58875     -16.90233     -16.90233
       2.59758     -16.91680     -16.91680
       2.60642     -16.93102     -16.93102
       2.61525     -16.94498     -16.94498
       2.62409     -16.95867     -16.95867
       2.63292     -16.97208     -16.97208
       2.64176     -16.98521     -16.98521
       2.65059     -16.99805     -16.99805
