# Kpath             Spin-Up       Spin-Down
# Band    1
       0.00000     -18.88355     -18.88355
       0.00956     -18.88397     -18.88397
       0.01913     -18.88524     -18.88524
       0.02869     -18.88736     -18.88736
       0.03826     -18.89031     -18.89031
       0.04782     -18.89410     -18.89410
       0.05738     -18.89870     -18.89870
       0.06695     -18.90409     -18.90409
       0.07651     -18.91026     -18.91026
       0.08607     -18.91720     -18.91720
       0.09564     -18.92487     -18.92487
       0.10520     -18.93326     -18.93326
       0.11477     -18.94235     -18.94235
       0.12433     -18.95209     -18.95209
       0.13389     -18.96246     -18.96246
       0.14346     -18.97345     -18.97345
       0.15302     -18.98502     -18.98502
       0.16258     -18.99713     -18.99713
       0.17215     -19.00976     -19.00976
       0.18171     -19.02288     -19.02288
       0.19128     -19.03646     -19.03646
       0.20084     -19.05046     -19.05046
       0.21040     -19.06486     -19.06486
       0.21997     -19.07962     -19.07962
       0.22953     -19.09471     -19.09471
       0.23909     -19.11012     -19.11012
       0.24866     -19.12580     -19.12580
       0.25822     -19.14173     -19.14173
       0.26779     -19.15789     -19.15789
       0.27735     -19.17424     -19.17424
       0.28691     -19.19076     -19.19076
       0.29648     -19.20743     -19.20743
       0.30604     -19.22423     -19.22423
       0.31560     -19.24112     -19.24112
       0.32517     -19.25809     -19.25809
       0.33473     -19.27512     -19.27512
       0.34430     -19.29218     -19.29218
       0.35386     -19.30926     -19.30926
       0.36342     -19.32634     -19.32634
       0.37299     -19.34339     -19.34339
       0.38255     -19.36041     -19.36041
       0.39211     -19.37737     -19.37737
       0.40168     -19.39425     -19.39425
       0.41124     -19.41105     -19.41105
       0.42081     -19.42775     -19.42775
       0.43037     -19.44433     -19.44433
       0.43993     -19.46078     -19.46078
       0.44950     -19.47709     -19.47709
       0.45906     -19.49324     -19.49324
       0.46862     -19.50923     -19.50923
       0.47819     -19.52504     -19.52504
       0.48775     -19.54066     -19.54066
       0.49732     -19.55608     -19.55608
       0.50688     -19.57130     -19.57130
       0.51644     -19.58630     -19.58630
       0.52601     -19.60107     -19.60107
       0.53557     -19.61560     -19.61560
       0.54513     -19.62990     -19.62990
       0.55470     -19.64394     -19.64394
       0.56426     -19.65773     -19.65773
       0.57383     -19.67125     -19.67125
       0.58339     -19.68449     -19.68449
       0.59295     -19.69746     -19.69746
       0.60252     -19.71015     -19.71015
       0.61208     -19.72255     -19.72255
       0.62164     -19.73464     -19.73464
       0.63121     -19.74644     -19.74644
       0.64077     -19.75794     -19.75794
       0.65034     -19.76912     -19.76912
       0.65990     -19.77999     -19.77999
       0.66946     -19.79054     -19.79054
       0.67903     -19.80077     -19.80077
       0.68859     -19.81066     -19.81066
       0.69815     -19.82023     -19.82023
       0.70772     -19.82947     -19.82947
       0.71728     -19.83836     -19.83836
       0.72685     -19.84692     -19.84692
       0.73641     -19.85513     -19.85513
       0.74597     -19.86299     -19.86299
       0.75554     -19.87051     -19.87051
       0.76510     -19.87767     -19.87767
       0.77466     -19.88448     -19.88448
       0.78423     -19.89093     -19.89093
       0.79379     -19.89703     -19.89703
       0.80336     -19.90276     -19.90276
       0.81292     -19.90814     -19.90814
       0.82248     -19.91315     -19.91315
       0.83205     -19.91779     -19.91779
       0.84161     -19.92207     -19.92207
       0.85117     -19.92598     -19.92598
       0.86074     -19.92952     -19.92952
       0.87030     -19.93269     -19.93269
       0.87987     -19.93550     -19.93550
       0.88943     -19.93793     -19.93793
       0.89899     -19.93998     -19.93998
       0.90856     -19.94167     -19.94167
       0.91812     -19.94298     -19.94298
       0.92769     -19.94391     -19.94391
       0.93725     -19.94447     -19.94447
       0.94681     -19.94466     -19.94466
       0.94681     -19.94466     -19.94466
       0.96034     -19.94429     -19.94429
       0.97386     -19.94317     -19.94317
       0.98739     -19.94129     -19.94129
       1.00091     -19.93867     -19.93867
       1.01444     -19.93530     -19.93530
       1.02796     -19.93119     -19.93119
       1.04149     -19.92634     -19.92634
       1.05501     -19.92074     -19.92074
       1.06854     -19.91440     -19.91440
       1.08206     -19.90732     -19.90732
       1.09559     -19.89950     -19.89950
       1.10912     -19.89095     -19.89095
       1.12264     -19.88167     -19.88167
       1.13617     -19.87166     -19.87166
       1.14969     -19.86093     -19.86093
       1.16322     -19.84947     -19.84947
       1.17674     -19.83730     -19.83730
       1.19027     -19.82441     -19.82441
       1.20379     -19.81082     -19.81082
       1.21732     -19.79651     -19.79651
       1.23084     -19.78151     -19.78151
       1.24437     -19.76582     -19.76582
       1.25789     -19.74944     -19.74944
       1.27142     -19.73238     -19.73238
       1.28494     -19.71464     -19.71464
       1.29847     -19.69623     -19.69623
       1.31199     -19.67717     -19.67717
       1.32552     -19.65744     -19.65744
       1.33904     -19.63707     -19.63707
       1.35257     -19.61606     -19.61606
       1.36609     -19.59443     -19.59443
       1.37962     -19.57217     -19.57217
       1.39314     -19.54930     -19.54930
       1.40667     -19.52583     -19.52583
       1.42019     -19.50177     -19.50177
       1.43372     -19.47713     -19.47713
       1.44725     -19.45192     -19.45192
       1.46077     -19.42615     -19.42615
       1.47430     -19.39984     -19.39984
       1.48782     -19.37300     -19.37300
       1.50135     -19.34564     -19.34564
       1.51487     -19.31778     -19.31778
       1.52840     -19.28943     -19.28943
       1.54192     -19.26061     -19.26061
       1.55545     -19.23133     -19.23133
       1.56897     -19.20161     -19.20161
       1.58250     -19.17147     -19.17147
       1.59602     -19.14093     -19.14093
       1.60955     -19.11000     -19.11000
       1.62307     -19.07871     -19.07871
       1.63660     -19.04708     -19.04708
       1.65012     -19.01513     -19.01513
       1.66365     -18.98288     -18.98288
       1.67717     -18.95036     -18.95036
       1.69070     -18.91759     -18.91759
       1.70422     -18.88459     -18.88459
       1.71775     -18.85140     -18.85140
       1.73127     -18.81804     -18.81804
       1.74480     -18.78454     -18.78454
       1.75832     -18.75095     -18.75095
       1.77185     -18.71728     -18.71728
       1.78538     -18.68356     -18.68356
       1.79890     -18.64984     -18.64984
       1.81243     -18.61615     -18.61615
       1.82595     -18.58253     -18.58253
       1.83948     -18.54901     -18.54901
       1.85300     -18.51564     -18.51564
       1.86653     -18.48246     -18.48246
       1.88005     -18.44952     -18.44952
       1.89358     -18.41686     -18.41686
       1.90710     -18.38452     -18.38452
       1.92063     -18.35256     -18.35256
       1.93415     -18.32102     -18.32102
       1.94768     -18.28997     -18.28997
       1.96120     -18.25945     -18.25945
       1.97473     -18.22952     -18.22952
       1.98825     -18.20024     -18.20024
       2.00178     -18.17166     -18.17166
       2.01530     -18.14384     -18.14384
       2.02883     -18.11684     -18.11684
       2.04235     -18.09072     -18.09072
       2.05588     -18.06555     -18.06555
       2.06940     -18.04139     -18.04139
       2.08293     -18.01829     -18.01829
       2.09645     -17.99633     -17.99633
       2.10998     -17.97557     -17.97557
       2.12351     -17.95605     -17.95605
       2.13703     -17.93784     -17.93784
       2.15056     -17.92100     -17.92100
